,osm_id,amenity,beds,addrcity,opening_ho,shop,addrhousen,addrfull,source,man_made,addrstreet,tourism,rooms,name,geometry,long,lat,nearest_office,nearest_school
8005,7281487185.0,cafe,,,Mo-Sa 08:00-12:00,,,,,,Jalan Dr. Cipto Mangunkusumo,,,Warkop Rebox,POINT (111.88991 -7.1576665),111.88991,-7.1576665,0.5573812525210912,1.0758242287419666
8076,7302014701.0,cafe,,Klojen,Mo-Su 16:00-22:00,,14,,,,Jalan Pattimura,,,crispycornermalang,POINT (112.6361108 -7.973452),112.6361108,-7.973452,0.3148091824968025,0.23631410665259422
8095,7308431234.0,fast_food,,,,,,,,,,,,Penyetan Bu Minuk,POINT (112.1600402 -8.1006179),112.1600402,-8.1006179,0.1005158687555993,0.2586196550270045
8134,7359562152.0,fast_food,,Probolinggo,,,Jl. Diponegoro,,,,"Klojen, Sidomukti, Kec. Kraksaan",,,Latoel Pizza,POINT (113.4213666 -7.7639879),113.4213666,-7.7639879,3.4703230921330377,2.70831226066536
8192,7496871503.0,ice_cream,,,,,,,,,,,,Sour Sally,POINT (112.7825257 -7.274977),112.7825257,-7.274977,0.5734481389095544,1.2385869093377997
8215,7550328593.0,fast_food,,Batu,Mo-Su 09:00-21:00,,10,,,,Jalan Munif,,,DOTUQu,POINT (112.5269313 -7.8721505),112.5269313,-7.8721505,0.08666504189307887,0.09246585792759593
8242,7647357570.0,cafe,,Jember,Mo-Su 11:00-23:00,,97,,local knowledge;survey,,Jalan Panglima Besar Sudirman,,,Rumah Kafe Jember,POINT (113.7083002 -8.1609786),113.7083002,-8.1609786,0.3714409720486604,0.5933440183385933
8250,7660571334.0,restaurant,,,,,,,,,,,,Pizza Hut,POINT (112.746587 -7.3209342),112.746587,-7.3209342,0.09650621198393222,0.4118143597293647
8306,7724088848.0,restaurant,,,Mo-Su 10:00-22:00,,,,,,Jalan Raya Plumpang,,,Bakso Gajah,POINT (112.0982158 -7.0277449),112.0982158,-7.0277449,0.05154037884837068,0.3243403607322013
8318,7729066969.0,fast_food,,banyuwangi,Mo-Su 09:00-19:00,,rt 004 rw 004,,,,jl kancil mas dusun kepatihan desa cluring kecamatan cluring,,,Get-Dyang,POINT (114.2156248 -8.4298916),114.2156248,-8.4298916,1.7027742313350074,3.404563861342878
8321,7765772991.0,cafe,,Maang,10:00-22:00,,20,,,,Jalan Sawojajar,,,MAXIM STRONG RIDER,POINT (112.6556219 -7.9736819),112.6556219,-7.9736819,0.8135334959393175,1.7716924475719542
8332,7783633845.0,cafe,,Malang,24/7,,1,,,,Jalan Jenderal Achmad Yani Utara,,,Rest Area Maxim Freedom Malang,POINT (112.6500021 -7.9269322),112.6500021,-7.9269322,0.39851707459452146,0.08909764504167783
8336,7795635230.0,cafe,,Pungging,,,,,,,Jalan Raya Trawas,,,waitcoffee,POINT (112.5631453 -7.5296689),112.5631453,-7.5296689,1.0406110587965927,5.815243062621653
8344,7797761241.0,cafe,,Malang,24/7,,06,,,,"Jl. Sitirejo 6, Lemah Duwur, Sitirejo, Kec. Wagir",,,MIE AMORFATI,POINT (112.6029282 -8.0241689),112.6029282,-8.0241689,1.6032959067045225,1.1236792222402605
8376,7897273285.0,fast_food,,,,,,,,,,,,Kayungyun Warmindo Kebonsari Malang,POINT (112.620483 -8.0137743),112.620483,-8.0137743,0.5765077270944235,0.5924173056124545
8378,7901799786.0,restaurant,,,,,,,,,,,,Nasi Pecel Bu Tinuk,POINT (112.6243243 -7.9397385),112.6243243,-7.9397385,0.3492288875234348,0.321639124788849
8379,7901802385.0,restaurant,,,,,,,,,,,,Pizza Hut Soehat Malang,POINT (112.6192818 -7.9442717),112.6192818,-7.9442717,0.15716115177586004,1.0699529723117824
8397,7924641385.0,restaurant,,,,,,,,,,,,Ayam Goreng Pemuda Batu,POINT (112.5277183 -7.8712928),112.5277183,-7.8712928,0.004721096038541159,0.1091100803330211
8400,7924644385.0,fast_food,,,,,,,,,,,,Yoi Noodle,POINT (112.5273508 -7.8716607),112.5273508,-7.8716607,0.05903591095041883,0.08187620105971091
8403,7934218885.0,cafe,,,,,,,,,,,,Gartenhouse,POINT (112.6117818 -7.9352486),112.6117818,-7.9352486,0.6286779065147265,1.453622058334907
8408,7944082185.0,fast_food,,,,,,,,,,,,Gado-Gado Dempo Aba Solikin,POINT (112.6191725 -7.9678387),112.6191725,-7.9678387,0.698268364796315,0.5599806767465084
8411,7949987885.0,fast_food,,,,,,,,,,,,Soto Ayam Lamongan,POINT (112.6192104 -7.967767),112.6192104,-7.967767,0.6897395526340983,0.5643731540373316
8412,7949987886.0,fast_food,,,,,,,,,,,,Pangsit Mie Dempo,POINT (112.6191073 -7.9679413),112.6191073,-7.9679413,0.711350851549763,0.5545714299571349
8413,7949987887.0,fast_food,,,,,,,,,,,,Gerai Es Dempo,POINT (112.6192031 -7.9679434),112.6192031,-7.9679434,0.7040424890269547,0.5484597124239975
8415,7949988785.0,fast_food,,,,,,,,,,,,Nasi Goreng Dempo,POINT (112.6192698 -7.967904),112.6192698,-7.967904,0.6957751500808163,0.5480805904697
8416,7949988786.0,fast_food,,,,,,,,,,,,Martabak Jointland,POINT (112.6190228 -7.9678568),112.6190228,-7.9678568,0.7115306062886352,0.5675562766065462
8417,7949988787.0,fast_food,,,,,,,,,,,,Gudang Durian Medan,POINT (112.6190487 -7.9678074),112.6190487,-7.9678074,0.7056978645548295,0.5704416785119997
8477,7991989466.0,cafe,,Surabaya,Mo-Sa 10:00-21:00,,45,,,,Jalan Nginden Semolo,,,Angkringan & Cafe Basecamp 17,POINT (112.7680066 -7.299597),112.7680066,-7.299597,0.14456432846748282,0.41312250612296025
8499,8017922885.0,restaurant,,,,,,,,,,,,Warung Santai,POINT (112.6957147 -7.6644585),112.6957147,-7.6644585,1.4201944707824812,6.394814911944113
8511,8047376664.0,cafe,,,,,,,,,,,,Cafe Blumm,POINT (112.1565431 -7.5806761),112.1565431,-7.5806761,0.048083602223940064,0.7650179108139614
8580,8113586518.0,cafe,,,,,,,,,,,,Cafe Rama Coffee & Shake,POINT (112.7114447 -7.9382976),112.7114447,-7.9382976,5.468837469099781,4.143847859689208
8581,8113604617.0,cafe,,,,,,,,,,,,Cafe Bunga,POINT (112.7113781 -7.9383142),112.7113781,-7.9383142,5.461564473700279,4.150286771213968
8582,8113604618.0,cafe,,,,,,,,,,,,Warunk 21,POINT (112.7114981 -7.9383211),112.7114981,-7.9383211,5.474814532096518,4.1374484988971725
8583,8115542617.0,cafe,,,,,,,,,,,,Kedai Qita,POINT (112.7113325 -7.9383668),112.7113325,-7.9383668,5.456752196909349,4.153319838449295
8584,8115542618.0,cafe,,,,,,,,,,,,Kedai Teratai,POINT (112.7115352 -7.9383664),112.7115352,-7.9383664,5.47908495685453,4.1320299476068865
8608,8142127489.0,cafe,,,,,,,,,,,,Warung Kopi,POINT (112.2405256 -6.9076276),112.2405256,-6.9076276,7.92363188378293,6.595815311844208
8615,8146574964.0,internet_cafe,,Situbondo,,,34,,,,Jalan Wijaya Kusuma,,,Warnet Mas Budi,POINT (114.0064216 -7.7037369),114.0064216,-7.7037369,0.7243476775651753,2.709098377401442
8616,8151132660.0,restaurant,,,,,,,,,,,,Pujasera,POINT (112.7365334 -7.2971622),112.7365334,-7.2971622,0.4378263180345361,1.4328110994425016
8640,8151416113.0,restaurant,,,,,,,,,,,,Pujasera,POINT (112.7363986 -7.2957299),112.7363986,-7.2957299,0.2850306722491308,1.326148523037333
8692,8186666818.0,fast_food,,,,,,,,,Jalan Kedungdoro,,,Domino's Pizza,POINT (112.7309945 -7.2643042),112.7309945,-7.2643042,0.5412174216285434,0.33876345142301156
8693,8186667117.0,fast_food,,,,,,,,,Jalan Menanggal VI,,,"Warkop Ambyar ""mas Firman",POINT (112.7282991 -7.3393614),112.7282991,-7.3393614,0.6149746566098004,0.19863610842282675
8700,8205668361.0,fast_food,,,,,,,,,,,,CFC,POINT (111.3827004 -7.4088977),111.3827004,-7.4088977,2.0272979663124304,1.9925319190478954
8701,8205668362.0,restaurant,,,,,,,,,,,,Duta Resto,POINT (111.3823906 -7.4088339),111.3823906,-7.4088339,1.999143878038053,1.9647325961926743
8702,8205668367.0,restaurant,,,,,,,,,,,,Duta Resto,POINT (111.381826 -7.4099138),111.381826,-7.4099138,2.0505602690448237,2.018318198928184
8703,8205668385.0,fast_food,,,,,,,,,,,,CFC,POINT (111.3819332 -7.4099616),111.3819332,-7.4099616,2.0620473739707976,2.029697350705072
8714,8242551153.0,restaurant,,Batu,,,103,,,,Jalan Diponegoro,,,Warung Bethania Batu,POINT (112.5302005 -7.8746394),112.5302005,-7.8746394,0.1300560379578225,0.3749836773107517
8796,8251269679.0,fast_food,,,,,,,,,,,,KFC,POINT (114.147791 -8.364063),114.147791,-8.364063,0.08792786845386331,0.31867978318319545
8833,8251828411.0,restaurant,,,,,,,,,,,,Soto Babat Mbak yati,POINT (114.1140811 -8.3355022),114.1140811,-8.3355022,0.395005250378862,0.26461533318168307
8853,8251828486.0,food_court,,,,,,,,,,,,Kantin,POINT (114.1477291 -8.3767145),114.1477291,-8.3767145,1.1478432501989475,0.8959838957403778
8908,8261478129.0,restaurant,,,,,,,,,,,,Warung Wadung,POINT (114.1182006 -8.3420186),114.1182006,-8.3420186,0.2619446379981143,0.6309774381261238
8924,8265916362.0,restaurant,,Bojonegoro,Mo-Su 09:00-21:00,,,,,,Jl. Raya Prayungan-Sumberrejo,,,Pujasera ndayohan Prayungan,POINT (112.0219124 -7.1722078),112.0219124,-7.1722078,1.7142363875284694,0.668303437624835
8937,8295330602.0,internet_cafe,,Mojokerto,Mo-Su 09:00-21:00,,18,,,,Jln. Brawijaya Trowulan,,,RM_NET,POINT (112.3813867 -7.5535482),112.3813867,-7.5535482,2.5054059071403674,3.227724222773307
8955,8326235012.0,cafe,,,"PH,Mo-Su 08:00-15:00",,,,,,,,,Warung Pletes,POINT (111.5289569 -7.7511682),111.5289569,-7.7511682,0.40122075962970083,1.0290083589261936
8964,8348526755.0,restaurant,,Srono,,,20,,,,Jl. K. Sidik.,,,Warung Cengkir Gading,POINT (114.299464 -8.388781),114.299464,-8.388781,8.437172378222765,10.991527815266087
8978,8404719519.0,restaurant,,,,,,,,,,,,Soto Ayam Ambengan Asli Surabaya (Bu Keni),POINT (112.6331225 -7.9720781),112.6331225,-7.9720781,0.05083288873997062,0.11588859388981837
9002,8484949617.0,fast_food,,,,,,,,,,,,Warung Es Degan,POINT (112.6391171 -8.0376342),112.6391171,-8.0376342,0.09200030675551352,1.1555397805653795
9011,8503472910.0,fast_food,,,,,,,,,,,,A&W,POINT (112.6737578 -7.291295),112.6737578,-7.291295,0.22182767695429678,0.3291743218225413
9014,8505886378.0,restaurant,,,,,,,,,,,,Cafe Sawah,POINT (113.6698532 -8.1446009),113.6698532,-8.1446009,2.597475781141101,4.304519867139964
9017,8512377318.0,fast_food,,,,,,,,,Jalan Fakih Usman,,,Nasi krawu,POINT (112.6547683 -7.1512172),112.6547683,-7.1512172,1.9735422825480209,5.256035396055232
9030,8539608032.0,restaurant,,,,,,,,,,,,Warung Kembang,POINT (113.6557604 -8.2259765),113.6557604,-8.2259765,0.7811320174996288,0.4238843472181317
9045,8539678333.0,internet_cafe,,,,,,,,,,,,Warung Podho Joyo,POINT (113.6536442 -8.1959491),113.6536442,-8.1959491,0.18807815387429458,0.03396143872070696
9048,8539678336.0,restaurant,,,,,,,,,,,,Warung Dinar,POINT (113.6531133 -8.1876363),113.6531133,-8.1876363,0.2521076142796283,0.5155501168065867
9054,8539678342.0,fast_food,,,,,,,,,,,,McDonald's,POINT (113.6658598 -8.1843276),113.6658598,-8.1843276,0.3792679547526009,0.0989677872952168
9055,8539678343.0,restaurant,,,,,,,,,,,,Bebek Mbeling,POINT (113.6681797 -8.1835376),113.6681797,-8.1835376,0.43194966827703046,0.28718335633339465
9058,8539705719.0,restaurant,,,,,,,,,,,,Warung Soto Madura,POINT (113.6536071 -8.2459549),113.6536071,-8.2459549,1.3221247318682334,0.23416068636749035
9059,8539712772.0,restaurant,,,,,,,,,,,,Ayam Geprek Pipo,POINT (113.6490487 -8.2646922),113.6490487,-8.2646922,0.8116970203162627,1.0022492048982081
9063,8549564596.0,restaurant,,,,,,,,,,,,Bakso Pojok Mangli,POINT (113.6525615 -8.1899147),113.6525615,-8.1899147,0.05987930126076927,0.2565616660016144
9065,8555786535.0,restaurant,,Malang,Mo-Su 09:00-21:00,,464,,,,Kh. Ahmad Dahlan Gang 1,,,DImsum Sewuan,POINT (112.6346318 -7.9854509),112.6346318,-7.9854509,0.14946247904864002,0.6239311167229761
9080,8690496418.0,fast_food,,,,,,,,,,,,Richeese Factory,POINT (112.6246119 -7.9657169),112.6246119,-7.9657169,0.27333545791466707,0.7613091547089162
9107,8804713929.0,restaurant,,,,,,,,,,,,Warung pak suhadi,POINT (112.1792813 -7.5120992),112.1792813,-7.5120992,0.05422683929841983,0.23293378891843172
9134,8856013917.0,fast_food,,,,,,,,,,,,Pizza Hut Delivery PHD Indonesia,POINT (112.61886 -7.999251),112.61886,-7.999251,0.43979391737911366,1.3960914912527234
9146,8883250655.0,cafe,,Malang,Mo-Sa 08:00-21:30,,190,,survey,,Jalan Laksda. Adi Sucipto,,,D'chareso,POINT (112.6508979 -7.9452691),112.6508979,-7.9452691,0.39428246304488923,0.6168350455345059
9156,8889627417.0,fast_food,,,,,22,,,,Jalan Barong,,,Nappiza,POINT (111.4850411 -7.8603552),111.4850411,-7.8603552,1.3110823577001953,1.5223154640621261
9170,8945426495.0,internet_cafe,,,Mo-Su 18:15-01:00,,,,,,,,,Warung Bengi,POINT (112.5994815 -7.2244358),112.5994815,-7.2244358,1.5504239942149423,1.771008393049874
9201,8996734697.0,cafe,,,,,,,,,,,,Basecamp Coffee,POINT (112.0473204 -6.8998759),112.0473204,-6.8998759,0.3855008433689275,0.42194769569132834
9209,8999529075.0,fast_food,,,,,,,,,,,,ASC (Angkringan Steak & Chicken),POINT (112.0656181 -6.9004359),112.0656181,-6.9004359,0.36297760818937697,0.6387697328175366
9215,9008394079.0,fast_food,,,,,,,,,,,,Ansabanov Fried Chicken,POINT (112.065988 -6.9006315),112.065988,-6.9006315,0.3174949532841245,0.6529357683051282
9217,9008394195.0,cafe,,,,,,,,,,,,kopisejuk.id,POINT (112.0654431 -6.9007004),112.0654431,-6.9007004,0.37379955363653017,0.6715284084719774
9227,9008720600.0,fast_food,,,,,,,,,,,,Quick Chicken,POINT (112.0629947 -6.8996187),112.0629947,-6.8996187,0.5474042752104963,0.6814879358181741
9253,9020966404.0,cafe,,,,,,,,,,,,Kopi Lain Hati,POINT (112.0616052 -6.89925),112.0616052,-6.89925,0.5698563438262837,0.7589299040836142
9269,9022326017.0,restaurant,,,,,,,,,,,,"Warung Prasmanan Bu ""Dhe"" Har",POINT (112.6595629 -7.9789722),112.6595629,-7.9789722,0.5268347754948721,1.4227443688775365
9293,9025539292.0,food_court,,,,,,,,,,,,Soto Daging Cak Ndut,POINT (112.0585225 -6.8986862),112.0585225,-6.8986862,0.7241036865320922,0.7219904907203529
9303,9044618757.0,cafe,,,,,,,,,,,,Casta Copye,POINT (112.0581088 -6.8988136),112.0581088,-6.8988136,0.7356021614133474,0.6754994292639375
9308,9048044817.0,fast_food,,,,,,,,,,,,KBTR,POINT (112.0576753 -6.8984285),112.0576753,-6.8984285,0.79755280496239,0.6594884092215645
9314,9061661447.0,cafe,,,,,,,,,,,,Warkop Masga,POINT (112.0631642 -6.9004873),112.0631642,-6.9004873,0.4614020919175977,0.7488847102972157
9322,9067694015.0,restaurant,,,,,,,,,,,,Tahu Campur Lamongan,POINT (112.0514001 -6.8960531),112.0514001,-6.8960531,0.4741407508936953,0.6759203796522698
9325,9068027601.0,restaurant,,,,,,,,,,,,Gado-Gado Kuncoro,POINT (112.0510155 -6.8960814),112.0510155,-6.8960814,0.4315208720678426,0.6844839836419395
9359,9090180017.0,cafe,,,,,,,,,,,,Warung Kopi Samsul,POINT (113.4234546 -8.3415983),113.4234546,-8.3415983,0.1800850698623999,0.20908198055816957
9363,9091259417.0,fast_food,,,,,,,,,,,,Bakso Hanik,POINT (113.4466084 -8.3549702),113.4466084,-8.3549702,0.6788154961997723,0.05147171847543413
9367,9091988868.0,cafe,,,,,,,,,,,,Hidden Cafe,POINT (112.0514022 -6.9002496),112.0514022,-6.9002496,0.6365936429187189,0.252054511733626
9368,9093034917.0,cafe,,,,,,,,,,,,Warung Mbak Sri,POINT (113.4643171 -8.3653254),113.4643171,-8.3653254,0.40855992019219084,0.9343662552003755
9383,9099235075.0,food_court,,,,,,,,,,,,Bakso Pak Yo,POINT (112.0645675 -6.9068234),112.0645675,-6.9068234,0.4133063162501206,1.3542751850428671
9385,9099235077.0,food_court,,,,,12,,,,Jalan Belakang Pasar,,,Warung Berkah Langit,POINT (112.0639551 -6.9066658),112.0639551,-6.9066658,0.35179633311526937,1.328696608418541
9394,9104873438.0,restaurant,,,,,,,,,Jalan Belakang Pasar,,,Kedai Pitikku Spesial,POINT (112.0635639 -6.9065608),112.0635639,-6.9065608,0.31397859367401393,1.284370544664967
9396,9104873440.0,food_court,,,,,,,,,Jalan Belakang Pasar,,,Warung Barokah,POINT (112.0634857 -6.906508),112.0634857,-6.906508,0.30393884565564233,1.2741276340383036
9397,9104873441.0,food_court,,,,,,,,,Jalan Belakang Pasar,,,Laris Snack,POINT (112.0636842 -6.9066063),112.0636842,-6.9066063,0.3265099533401721,1.298572866885587
9398,9104873442.0,cafe,,,,,,,,,,,,Warung Manise,POINT (112.0636299 -6.9065931),112.0636299,-6.9065931,0.3214476238274032,1.2924822006877341
9405,9113189492.0,restaurant,,Malang,10:00-21:00,,40,,,,Jalan Soekarno-Hatta,,,Alur Rasa Malang,POINT (112.6265666 -7.9370915),112.6265666,-7.9370915,0.10787483448769397,0.09063620137949606
9415,9120935000.0,food_court,,,,,,,,,,,,Soto Lamongan Pak Taji,POINT (112.0470936 -6.8964598),112.0470936,-6.8964598,0.007840601004345532,0.5885803773028614
9439,9143667593.0,cafe,,,,,,,,,,,,Gmi Coffe Shop,POINT (113.429102 -8.3446994),113.429102,-8.3446994,0.8887846961419821,0.5033167651327921
9441,9143689672.0,cafe,,,,,,,,,,,,Mawi Coffe Shop,POINT (113.42613 -8.3429141),113.42613,-8.3429141,0.506508492328571,0.12109809463441902
9453,9152502969.0,cafe,,Surabaya,Mo-Su 09:00-21:00,,,,,,Gunung Anyar,,,GIRAS BERSATU REVO 99,POINT (112.7851322 -7.3396385),112.7851322,-7.3396385,1.2054862127333523,0.7984706314598888
9470,9197120117.0,fast_food,,,,,,,,,,,,PKL Roti Goreng,POINT (112.6564195 -7.9792153),112.6564195,-7.9792153,0.2801143164308682,1.759733101543658
9473,9206496869.0,food_court,,,,,,,,,,,,Kantin,POINT (112.0694682 -6.9010208),112.0694682,-6.9010208,0.0938125569076148,0.748965433975416
9476,9208452867.0,food_court,,,,,,,,,,,,Mie Sayur MyMie,POINT (112.0417377 -6.8924008),112.0417377,-6.8924008,0.7412890504999478,0.9096453010643409
9477,9208452868.0,cafe,,,,,,,,,,,,Bangkok Thai Tea,POINT (112.0417809 -6.8924078),112.0417809,-6.8924078,0.7369971203098857,0.9078542306124578
9478,9208452869.0,food_court,,,,,,,,,,,,Susu Pak Raden,POINT (112.0419572 -6.8924426),112.0419572,-6.8924426,0.7191341135497107,0.9001010931594098
9479,9208452870.0,fast_food,,,,,,,,,,,,Bamara Club,POINT (112.0418801 -6.8924287),112.0418801,-6.8924287,0.7268452146035651,0.9033033822273434
9480,9208452871.0,internet_cafe,,,,,,,,,,,,Rental PS Jojo,POINT (112.0418346 -6.8924182),112.0418346,-6.8924182,0.7315585263321011,0.9054751809291103
9482,9215215688.0,restaurant,,,,,,,,,,,,Bakso Nuklir Mojowarno,POINT (112.3005583 -7.6392984),112.3005583,-7.6392984,2.4971814570047006,3.6396691249192568
9486,9218347488.0,restaurant,,,,,,,,,,,,Mie Ayam Tunggal Rasa Pak Dono,POINT (112.4800714 -8.3233728),112.4800714,-8.3233728,0.1526889464463595,22.933563468286856
9493,9222978717.0,restaurant,,,,,,,,,,,,Warung Bali,POINT (112.6174622 -7.9692478),112.6174622,-7.9692478,0.7124061340907041,0.4616752224968472
9509,9230743680.0,restaurant,,,,,,,,,,,,Rumah Makan Sederhana,POINT (112.178257 -6.9013847),112.178257,-6.9013847,1.0073197097526152,0.3436423579828917
9520,9233010214.0,restaurant,,,,,,,,,,,,Warung,POINT (114.1200299 -8.4630554),114.1200299,-8.4630554,1.077149053573408,0.18518326353689826
9539,9234478786.0,restaurant,,,,,,,,,,,,Restaurant,POINT (114.1075759 -8.4559354),114.1075759,-8.4559354,0.5837120546323229,1.7508064579750058
9542,9234478789.0,restaurant,,,,,,,,,,,,restaurant,POINT (114.1130149 -8.4612213),114.1130149,-8.4612213,0.28079643493527995,0.9815542327766618
9543,9234478790.0,cafe,,,,,,,,,,,,coffeeshop,POINT (114.1125858 -8.4621127),114.1125858,-8.4621127,0.29709001555680575,1.0113513147406494
9556,9239830649.0,restaurant,,,,,,,,,,,,Warkop Bruk Brukan,POINT (112.8975253 -7.6468507),112.8975253,-7.6468507,0.361957707223989,1.246651545814596
9558,9240298781.0,cafe,,,,,,,,,,,,Pazz Garden Caffe and Resto,POINT (112.8986465 -7.6536513),112.8986465,-7.6536513,0.11574622273543264,1.681775936626541
9559,9240346049.0,restaurant,,,,,,,,,,,,Bebek and Ayam Goreng,POINT (112.8971236 -7.6466997),112.8971236,-7.6466997,0.39785518454827135,1.2767496105973777
9575,9247153840.0,food_court,,,,,46,,,,Jalan AKBP Suroko,,,Nasi Goreng CJDW,POINT (112.0625902 -6.9024787),112.0625902,-6.9024787,0.23342655092504827,0.9707339324259221
9582,9255207818.0,restaurant,,,,,,,,,,,,Soto Madura Wawan,POINT (112.3113022 -7.486166),112.3113022,-7.486166,3.643255500142813,7.260446163789638
