,osm_id,amenity,beds,addrcity,opening_ho,shop,addrhousen,addrfull,source,man_made,addrstreet,tourism,rooms,name,geometry,long,lat,nearest_office,nearest_school
3834,4191147158.0,restaurant,,Jawa Timur,,,89,,,,"Gubeng, Jl. Raya Ngagel Jaya",,,Libreria Eatery,POINT (112.755556 -7.2928621),112.755556,-7.2928621,0.23239561158262434,1.2531056463242891
3835,4191151284.0,restaurant,,"Keputran, Tegal Sari, Suirabaya",,,No. 1,,,,"Holland Bakery Lt. II, Jl. Polisi Istimewa",,,Brother Union Eatery,POINT (112.7438658 -7.2800787),112.7438658,-7.2800787,0.41318523036698823,0.6381924543481831
3836,4191152908.0,restaurant,,"Jagir, Wonokromo, Surabaya, East Java",,,,,,,Jl. Jagir Wonokromo Wetan,,,Sego Sambel Mak Yeye,POINT (112.7382068 -7.3012724),112.7382068,-7.3012724,0.14321321133879422,1.8779226312507384
3837,4191152964.0,restaurant,,"Sawahan, Surabaya",,,No. 45,,,,Jalan Anjasmoro,,,Bu Rudy,POINT (112.7288824 -7.2583867),112.7288824,-7.2583867,0.15661859207485537,0.2507947702982508
3842,4191179831.0,cafe,,"Baratajaya, Gubeng, Surabaya, East Java",,,,,,,Jl. Raya Nginden No.72-A,,,Cafe Glass,POINT (112.7618885 -7.3037377),112.7618885,-7.3037377,0.35184936183150367,0.1856751396744065
3843,4191180353.0,restaurant,,"Klampis Ngasem, Sukolilo, Surabaya, East Java",,,,,,,Jl. Klampis Jaya,,,Cailano,POINT (112.7763242 -7.2828265),112.7763242,-7.2828265,0.2342929915337897,0.1405848857702593
3845,4191187971.0,restaurant,,"Dokter Sutomo, Tegalsari, Jawa Timur, Indonesia",,,152,,,,Jalan Raya Diponegoro,,,Mahameru Restaurant,POINT (112.7319113 -7.2807432),112.7319113,-7.2807432,0.3208148899435918,0.48379277221964334
3846,4191188521.0,cafe,,"Genteng, Ketabang, Surabaya",Su-Th 10:00-22:00; Fr-Sa 10:00-23:30,,67 - 69,,,,Jalan Walikota Mustajab,,,Calibre,POINT (112.7488027 -7.2611565),112.7488027,-7.2611565,0.12311199225088096,0.41995448286568954
3847,4191190470.0,restaurant,,"Mulyorejo, Surabaya",,,No. 87,,,,Jalan Raya Dharma Husada Indah,,,CALORIA RESTO,POINT (112.773061 -7.27596),112.773061,-7.27596,0.467451101332604,0.4136463012325723
3848,4191190958.0,restaurant,,"Sambongan, Surabaya",,,,,,,Jalan Ngagel,,,MAKAM FAMILI SAMBONGAN,POINT (112.7470282 -7.2794981),112.7470282,-7.2794981,0.2720716112464499,0.291284464470296
3849,4191195170.0,restaurant,,"Manyar, Mulyorejo, Surabaya",,,1A,,,,Jl. Manyar Jaya V,,,Makan Rumahan,POINT (112.7678291 -7.2975725),112.7678291,-7.2975725,0.2542850164625008,0.4789673198603778
3851,4191209387.0,fast_food,,"Mulyorejo, Surabaya",07:00-23:00,,No. 312,,,,Jalan Raya Kertajaya Indah Blok F,,,Carl's Jr.,POINT (112.7745969 -7.2801553),112.7745969,-7.2801553,0.05170165443408461,0.30089911389947027
3852,4191212689.0,fast_food,,"Bandar Udara Internasional Juanda, Segoro Tambak, Sedati,",,,No.1,,,,Jl. Insinyur Haji Juanda,,,Carl's Jr.,POINT (112.7755063 -7.3830975),112.7755063,-7.3830975,1.5757514120043385,2.2557629514516697
3854,4191224565.0,restaurant,,"Dr. Sutomo, Tegalsari, Surabaya",,,No.83,,,,Jl. Untung Suropati,,,Carpentier Kitchen,POINT (112.7363643 -7.2845311),112.7363643,-7.2845311,0.2713041296163943,0.31973899983901416
3855,4191227166.0,restaurant,,"Baratajaya, Gubeng, Surabaya",,,,,,,Jalan Ngagel Jaya Selatan,,,Sentra Kuliner Taman Flora,POINT (112.7612098 -7.2944115),112.7612098,-7.2944115,0.3638846231869141,0.7143332920550468
3856,4191236894.0,cafe,,"Sawahan, Surabaya",,,,,,,Jalan Anjasmoro,,,Caturra Espresso,POINT (112.7294178 -7.2583456),112.7294178,-7.2583456,0.20962925310914715,0.21777317894787124
3870,4191388843.0,cafe,,"Keputran, Tegalsari, Surabaya",,,,,,,Jl. Tumapael 33,,,Coffeezone,POINT (112.7414089 -7.2837039),112.7414089,-7.2837039,0.32456823248509675,0.50280221954667
3871,4191391086.0,cafe,,"Klampis Ngasem, Sukolilo, Surabaya",,,,,,,Jl. Klampis Jaya,,,Coffee Toffee,POINT (112.7757162 -7.2868818),112.7757162,-7.2868818,0.05141081882167964,0.31571189817622003
3876,4191427580.0,cafe,,"Manyar Sabrangan, Surabaya, Jawa Timur, Indonesia",,,No. 24,,,,Jalan Kertajaya Indah Tengah,,,Communal,POINT (112.7762654 -7.2821635),112.7762654,-7.2821635,0.16703461774300518,0.21027454061287087
3879,4191451056.0,restaurant,,"Kejawen Putih Tambak, Mulyorejo, Surabaya",,,,,,,"Lenmarc Mall Ground Floor A2, Jl. Bukit Darmo Boulevard",,,Crab 'N Chef,POINT (112.8042307 -7.2767171),112.8042307,-7.2767171,0.421961177185941,3.228351927424926
3880,4191459251.0,fast_food,,"Sukomanunggal, Jawa Timur, Indonesia",,,153,,,,Jalan Mayjend Sungkono,,,McDonald's Mayjen Sungkono,POINT (112.7065387 -7.2887219),112.7065387,-7.2887219,0.45526851589024864,1.309669385066635
3884,4191482695.0,restaurant,,"Gubeng, Surabaya, East Java",,,No.40,,,,Jl. Sumatra,,,Society Complex,POINT (112.749277 -7.2696093),112.749277,-7.2696093,0.23685326864520714,0.9535842642329416
3889,4191493754.0,restaurant,,"Ketabang, Genteng, Surabaya, East Java",,,No.3 A,,,,Jalan Ambengan,,,Soto Ambengan Pak Sadi Asli,POINT (112.7449926 -7.2557241),112.7449926,-7.2557241,0.17424448107950347,0.48619909103776715
3894,4191859974.0,restaurant,,"Margomulyo, Banjar Sugihan, Tandes, Surabaya",,,,,,,Indah Food Junction FC 26,,,Donburi Be Happy,POINT (112.6613932 -7.2506586),112.6613932,-7.2506586,0.34337339558304997,1.1372313014794493
3895,4191878233.0,restaurant,,"Klampis Ngasem, Sukolilo, Surabaya",,,No.10 B,,,,Jl. Klampis Jaya,,,De Mandailing,POINT (112.7757647 -7.2879591),112.7757647,-7.2879591,0.17067204970943364,0.43435507555850106
3899,4192735790.0,restaurant,,"Semolowaru, Sukolilo, Surabaya, East Java",,,No.220,,,,Jl. Dr. Ir. H. Soekarno,,,Soto Ayam Lamongan Cak Har,POINT (112.7812929 -7.295653),112.7812929,-7.295653,0.5869356056203623,1.0356376367662623
3900,4192736944.0,restaurant,,"Mojosari, Mojokerto, East Java",,,,,,,Jalan Hasanudin,,,Soto Daging Cak Mukayan,POINT (112.5546529 -7.5327732),112.5546529,-7.5327732,1.8301917876587928,6.699008525931187
3901,4192736949.0,restaurant,,"Kota SBY, Jawa Timur, Indonesia",,,54 - 56,,,,Jl. Manyar Kertoarjo,,,Moi Garden,POINT (112.7654968 -7.2784716),112.7654968,-7.2784716,0.009082215378963265,0.7216164142688795
3903,4192738510.0,restaurant,,"Darmo, Wonokromo, Surabaya, East Java",,,No.7 B,,,,Jl. Marmoyo,,,Soto Daging Marmoyo,POINT (112.7399017 -7.2966198),112.7399017,-7.2966198,0.2796472732778125,1.6656187783601721
3904,4192739036.0,cafe,,"Pradahkali Kendal, Dukuh Pakis, Kota SBY, Jawa Timur, Indonesia",,,38,,,,Jl. Raya Darmo Permai I,,,Monopole Coffee Lab,POINT (112.694808 -7.2828406),112.694808,-7.2828406,0.29165842314867463,1.0273816795326725
3905,4192739828.0,restaurant,,"Mojo, Gubeng, Surabaya, East Java",,,,,,,Jl. Mayjen. Prof. Dr. Mustopo,,,Soto Madura Tapak Siring,POINT (112.7637491 -7.265689),112.7637491,-7.265689,0.4914869324753098,0.8074521172812078
3907,4192741560.0,restaurant,,"Pakis, Sawahan, Surabaya, East Java",,,No.86,,,,Jalan Mayjen Sungkono,,,Soto Madura Wawan,POINT (112.7247081 -7.2920505),112.7247081,-7.2920505,0.15351847238549776,0.33987516122867634
3910,4192743820.0,restaurant,,"Kali Rungkut, Surabaya, East Java",,,No.29,,,,Jalan Tenggilis Mejoyo Blok AI,,,Depot AT 29,POINT (112.7652008 -7.3204001),112.7652008,-7.3204001,0.5381512797281156,0.5929331497457238
3912,4192745002.0,restaurant,,"Peneleh, Genteng, Surabaya",,,No. 30,,,,Jalan Makam Peneleh,,,Depot Bali,POINT (112.7419006 -7.2524231),112.7419006,-7.2524231,0.556147055352143,0.4986688138469066
3913,4192745003.0,restaurant,,"Jawa Timur, Indonesia",,,14,,,,Jalan Dr. Ir. H. Soekarno,,,Muttonbird Bistro & Rooftop,POINT (112.7804057 -7.3173549),112.7804057,-7.3173549,0.7519679231871861,1.0294664844188595
3916,4192745870.0,restaurant,,"Tenggilis Mejoyo, Kota SBY, Jawa Timur, Indonesia",,,,,,,Jl. Raya Tenggilis Mejoyo,,,Warung Sejedewe,POINT (112.7627696 -7.3196798),112.7627696,-7.3196798,0.6586446326940951,0.48015082533289305
3917,4192746588.0,restaurant,,"Ploso Tambaksari Kota SBY, Jawa Timur Indonesia",,,No.85,,,,Jalan Karang Empat Besar,,,Depot Grace,POINT (112.7721936 -7.2513997),112.7721936,-7.2513997,0.22602400756825267,0.1572314181825041
3918,4192747315.0,restaurant,,Surabaya,,,7,,,,Jalan Pasar Besar,,,Depot Nasi Campur Pojok Tambak Bayan,POINT (112.7415854 -7.2477332),112.7415854,-7.2477332,0.5291828793365824,0.4660484380752394
3919,4192747634.0,restaurant,,"Banyu Urip, Sawahan, Surabaya",,,No.115,,,,Jl. Banyu Urip,,,Depot Madiun Bu Rudy,POINT (112.7213956 -7.2706329),112.7213956,-7.2706329,0.4525617645153004,0.0636151425476005
3920,4192747739.0,restaurant,,"Sono Kwijenan, Surabaya",,,No.1,,,,Jalan Kupang Jaya Kav. 3A,,,Depot Mak Ay,POINT (112.7055749 -7.2757502),112.7055749,-7.2757502,0.19675428598230413,0.04794227814030705
3922,4192748080.0,restaurant,,"Prapen, Tenggilis Mejoyo, Surabaya",,,No.14,,,,Jl. Prapen Indah Timur VI Blok AE,,,Depot Mangga,POINT (112.7630604 -7.3142323),112.7630604,-7.3142323,0.8172567009848175,0.7164947887989046
3923,4192748081.0,restaurant,,"Dukuh Kupang, Dukuh Pakis, Surabaya, East Java",,,No.31,,,,Jl. Raya Kupang Indah,,,Special Nasi Udang Khas Bu Rudi,POINT (112.7075469 -7.2804351),112.7075469,-7.2804351,0.5261251466278447,0.5777296159399571
3924,4192749740.0,restaurant,,"Ketabang, Genteng, Surabaya",,,No.30,,,,Jl. Kusuma Bangsa,,,Depot Soto Madura Gubeng Pojok Asli,POINT (112.7514075 -7.2602926),112.7514075,-7.2602926,0.19059367069217859,0.3165096777822595
3927,4192761149.0,cafe,,"Ketintang, Gayungan, Surabaya",,,No. 88,,,,Jalan Ahmad Yani,,,Starbucks,POINT (112.7325051 -7.32027),112.7325051,-7.32027,1.3014926472589137,0.8260386399231572
3930,4192765244.0,cafe,,"Mulyorejo, Surabaya, East Java",,,No.35-39,,,,Jl. Dr. Ir. H. Soekarno,,,Starbucks,POINT (112.7820139 -7.2744901),112.7820139,-7.2744901,0.6217080455500398,1.2438055086856221
3932,4192766545.0,cafe,,"Pakis, Surabaya, East Java",,,No. 87,,,,JL. Mayor Jenderal Sungkono,,,Starbucks,POINT (112.7188218 -7.2926634),112.7188218,-7.2926634,0.14428910413239435,0.5144808216954636
3933,4192769085.0,cafe,,"Darmo, Wonokromo, Surabaya, East Java",,,No.2,,,,Jl. Juwono,,,Stilrod Cycle Shop,POINT (112.7394879 -7.293055),112.7394879,-7.293055,0.46559930392969856,1.2696572973716131
3940,4192787118.0,cafe,,"Ngagelrejo, Wonokromo, Surabaya",,,,,,,Jl. Ngagel Redjo,,,STMJ Bu Nunuk Pojok Ngagel,POINT (112.7461441 -7.2944924),112.7461441,-7.2944924,0.47490803372996115,1.7123586513482794
3945,4192833806.0,restaurant,,"Gubeng, Surabaya",,,No.35,,,,Jl. Sumatra,,,Domicile Kitchen & Lounge,POINT (112.7502448 -7.2689604),112.7502448,-7.2689604,0.10819946447931832,1.0208702315801383
3947,4192849887.0,cafe,,"Bungurasih, Waru, Sidoarjo",,,,,,,Jalan Bungurasih Blok Ramayana,,,Dunkin' Donuts Bunguran,POINT (112.7173763 -7.2869034),112.7173763,-7.2869034,0.440625449930607,0.22864992328835929
3948,4192852886.0,cafe,,"Pacar Keling, Tambaksari, Surabaya, East Java",,,,,,,Jl. Stasiun Gubeng,,,Dunkin' Donut,POINT (112.752654 -7.2654333),112.752654,-7.2654333,0.060554170884816766,0.898664279877317
3949,4192912669.0,cafe,,"Pacar Keling, Tambaksari, Surabaya, East Java",,,No.2,,,,Jl. Gubeng Masjid,,,Surabaya CAFÈ,POINT (112.7527206 -7.2654319),112.7527206,-7.2654319,0.06760219627600049,0.9006853627449168
3951,4192933372.0,restaurant,,"Jawa Timur, Indonesia",,,269,,,,"Rich Palace Hotel Lantai 3, Jl. H.R. Muhammad",,,Grand Ocean,POINT (112.6902128 -7.2838694),112.6902128,-7.2838694,0.12131157800190735,0.6076667520428689
3952,4192944475.0,restaurant,,"Pacar Keling, Tambaksari, Surabaya",,,,,,,Jl. Jolotundo,,,Edi Fried Chicken,POINT (112.7596817 -7.257012),112.7596817,-7.257012,0.4774881175661363,0.3306671707414705
3956,4193020155.0,restaurant,,"Mulyorejo, Surabaya",,,Blok C1 No.37,,,,Jl. Dharma Husada Indah I,,,Tahu Telor Pak Jayen,POINT (112.7737765 -7.2720902),112.7737765,-7.2720902,0.4238487817459785,0.8473219880196352
3957,4193036805.0,restaurant,,"Jawa Timur, Indonesia",,,23 - 25,,,,JL. Manyar Kertoarjo,,,Kartikasari Pujasera,POINT (112.7653993 -7.278928),112.7653993,-7.278928,0.06018667899406008,0.7258827308070567
3958,4193038492.0,restaurant,,Surabaya,,,,,,,Jalan Tunjungan Anom,,,Es Teller Tanjung Anom,POINT (112.7366852 -7.2573179),112.7366852,-7.2573179,0.46865632008363844,0.4671542084949079
3960,4193058429.0,cafe,,"Mulyorejo, Surabaya",,,,,,,"Galaxy Mall - Management - Office Lantai I No. 112, JL. Dharma Husada Indah Timur, No. 37",,,Excelso,POINT (112.7818725 -7.2763121),112.7818725,-7.2763121,0.41976788153659145,1.0771243595417772
3965,4193096146.0,cafe,,"emur Wonosari, Rungkut, Surabaya",,,No.80,,,,Jl. Raya Kendangsari,,,Feliz Guest House & Cafe,POINT (112.7463631 -7.3219722),112.7463631,-7.3219722,0.05200190593104981,0.4612671326786294
3971,4193163828.0,restaurant,,"Dokter Soetomo, Surabaya",,,No.134,,,,Jalan Raya Doktor Soetomo,,,Fusia,POINT (112.7315602 -7.2849646),112.7315602,-7.2849646,0.261536003223973,0.3530695129722549
3973,4193187205.0,cafe,,"Mulyorejo, Surabaya, East Java",,,,,,,Jl. Wisma Permai 1,,,Teras Rumah Cafe,POINT (112.7954887 -7.2737522),112.7954887,-7.2737522,0.3054884516275757,2.4409904450025484
3975,4193201893.0,restaurant,,"Kota SBY, Indonesia",,,117,,,,Jl. Siwalankerto,,,Pop Smile Chicken,POINT (112.7355897 -7.3396913),112.7355897,-7.3396913,0.1177364793149233,0.723080748277646
3976,4193209039.0,cafe,,"Pakis, Surabaya, East Java",,,,,,,JL. Mayjend Sungkono,,,The Coffee Bean & Tea Leaf,POINT (112.719656 -7.2930433),112.719656,-7.2930433,0.22173322055107883,0.47457434067879445
3977,4193217478.0,restaurant,,"Jawa Timur, Indonesia",,,,,,,Jalan Taman Asri,,,Restaurant Padang Sederhana - Pondok Candra Indah,POINT (112.7718274 -7.3431958),112.7718274,-7.3431958,0.4275294948626338,0.5682860942746684
3986,4193344771.0,restaurant,,"Wonocolo, Jawa Timur, Indonesia",,,9,,,,Jalan Siwalan Kerto VIII/D,,,PONDOK ALEXIS,POINT (112.7367056 -7.3423056),112.7367056,-7.3423056,0.21465021218781205,0.766808682933204
3989,4193358660.0,cafe,,"Dr. Sutomo, Tegalsari, Surabaya",,,No.63,,,,Jl. Untung Suropati,,,Too Too Moo Patisserie,POINT (112.7360311 -7.2840504),112.7360311,-7.2840504,0.24440270786314616,0.2856545347750824
3993,4200012226.0,restaurant,,,,,,,,,,,,Rumah Makan BOOM,POINT (111.5146927 -7.6338009),111.5146927,-7.6338009,0.39037609695494707,0.8332546916937542
3994,4200014809.0,fast_food,,,,,,,,,,,,Klepon Ijo Madiun,POINT (111.5175975 -7.6314165),111.5175975,-7.6314165,0.04124439474038768,0.5799474870118616
3995,4200015389.0,fast_food,,,,,,,,,,,,Brownies Amanda,POINT (111.5190272 -7.6310148),111.5190272,-7.6310148,0.2014515330346322,0.4408664791149239
3999,4208469590.0,cafe,,,,,,,,,,,,PONDOK MAKAN DAN MIE 551,POINT (114.0276432 -7.6985529),114.0276432,-7.6985529,1.5380028513152733,1.19127462259486
4001,4210088189.0,cafe,,,,,,,,,,,,warung puput,POINT (112.9646621 -7.9213404),112.9646621,-7.9213404,0.03661615737165115,15.870324376827556
4002,4210166904.0,cafe,,,,,,,,,,,,Warung,POINT (113.2763812 -7.7823085),113.2763812,-7.7823085,2.7165371599553687,5.052558905273973
4004,4211783191.0,cafe,,,,,,,,,,,,warung последнее место обеда в Яве!,POINT (114.2540588 -8.1595397),114.2540588,-8.1595397,8.6207343637735,9.14985332550827
4005,4212997992.0,cafe,,,,,,,,,,,,Kopi Ganes,POINT (112.8040771 -7.2876459),112.8040771,-7.2876459,1.100702025481865,3.0827863201821635
4035,4258079710.0,restaurant,,Surabaya,,,,,,,Jalan Raya Kandangan,,,Warung Lesehan PANDAN SARI,POINT (112.6522618 -7.2514659),112.6522618,-7.2514659,0.67005287512733,0.28002811827932816
4037,4260123796.0,cafe,,Surabaya,,,15,,,,Jalan Yos Sudarso,,,"Zangrandi, Ice Cream",POINT (112.7460796 -7.2635031),112.7460796,-7.2635031,0.18658843257713978,0.7268727347515521
4038,4260125476.0,cafe,,Surabaya,,,101 - 103,,,,Jalan Mayjend. Sungkono,,,The Avenue Lounge Bar,POINT (112.7155623 -7.2914353),112.7155623,-7.2914353,0.16227675084918247,0.7652853093054447
4039,4260137173.0,cafe,,Surabaya,,,25 C,,,,Jl. Klampis Jaya,,,Kedai Kopi (Keiko),POINT (112.7759749 -7.2858843),112.7759749,-7.2858843,0.06655201402295371,0.2045800091816031
4040,4260141068.0,cafe,,Surabaya,,,71,,,,Jalan Jemur Sari,,,De mandailing Cafe n Eatery Jemur Sari,POINT (112.7423292 -7.322603),112.7423292,-7.322603,0.40219681616026015,0.9081604012674727
4041,4260143149.0,cafe,,Surabaya,,,,,,,Jalan Krukah Timur,,,Otoclassic Cafe,POINT (112.7572188 -7.2940318),112.7572188,-7.2940318,0.456585088674219,1.0293245236958086
4042,4260144465.0,cafe,,Surabaya,,,30,,,,Jalan Bung Tomo,,,GR Café (Gue Rasa ini Café),POINT (112.7495072 -7.2923125),112.7495072,-7.2923125,0.4980569192795992,1.5573449151486398
4044,4260149093.0,cafe,,Surabaya,,,6,,,,Jalan Bung Tomo,,,One Dollar Cafe,POINT (112.7465567 -7.2907982),112.7465567,-7.2907982,0.3184481041146292,1.423371066205212
4046,4267713041.0,cafe,,Surabaya,,,93,,,,Jalan Menur,,,Kafe Panorama,POINT (112.7622228 -7.2824084),112.7622228,-7.2824084,0.34557525801569194,1.1197771110458385
4048,4267809700.0,cafe,,Surabaya,,,5,,,,Jalan Bawean,,,Shae Cafe and Eatery,POINT (112.746638 -7.2773927),112.746638,-7.2773927,0.05215530364560412,0.31257430636808553
4052,4270975190.0,cafe,,,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:00,,4,,,,Jalan Pregolan,,,Noach Cafe & Bistro,POINT (112.7398709 -7.2664268),112.7398709,-7.2664268,0.2274824376277968,0.13355958642247753
4053,4270993990.0,restaurant,,,Mo-Su 09:00-22:00,,2,,,,Jalan Pregolan,,,Boncafe Steak & Ice Cream,POINT (112.7398197 -7.2660414),112.7398197,-7.2660414,0.2174685688733714,0.17017533842317017
4054,4271023390.0,restaurant,,,Mo-Su 10:00-22:00,,17,,,,Jalan Pregolan,,,Lentora,POINT (112.740213 -7.2675532),112.740213,-7.2675532,0.1776080836084547,0.061305623506463014
4055,4271023589.0,restaurant,,,Mo-Su 11:00-22:00,,2G,,,,Jalan Tegalsari,,,Amin Resto,POINT (112.7395334 -7.2656056),112.7395334,-7.2656056,0.1915644620798048,0.22779303916900764
4067,4278307409.0,restaurant,,,,,,,,,,,,Warung,POINT (111.1911838 -7.6646534),111.1911838,-7.6646534,15.124536071438985,16.388181450503335
4078,4294364593.0,restaurant,,,,,,,,,,,,Warung Wareg,POINT (112.6198719 -8.0085041),112.6198719,-8.0085041,1.114882959242748,1.1586808831228252
4084,4294643889.0,restaurant,,,,,,,,,jalan raya nguling,,,Rawon Nguling,POINT (113.0816808 -7.7181813),113.0816808,-7.7181813,1.23910507986214,11.959801558255226
4085,4296327398.0,cafe,,,,,,,,,,,,KPK Latar Ombo,POINT (112.7206005 -7.3086561),112.7206005,-7.3086561,0.32584932636931585,1.020235612828774
4086,4299632605.0,fast_food,,,Mo-Su 08:00-22:00,,11,,,,Jl.,,,rujak b.serok,POINT (113.2189752 -8.1330761),113.2189752,-8.1330761,0.6998131514924549,0.5306235965277122
4087,4300324989.0,restaurant,,,,,,,,,Cemorolawang Sukapura,,,Resto Lava,POINT (112.9644103 -7.9225337),112.9644103,-7.9225337,0.11408548814264821,15.947240855115409
4112,4315191327.0,restaurant,,,,,,,,,,,,Sunar Sate,POINT (114.1049545 -8.3020991),114.1049545,-8.3020991,0.07445146437140827,0.4183628609580534
4116,4318991589.0,cafe,,,,,,,,,,,,Legipait,POINT (112.634788 -7.9732355),112.634788,-7.9732355,0.17359670812546088,0.2540875835237743
4124,4324609797.0,cafe,,,,,,,,,,,,Coffee & Tea,POINT (114.2367239 -8.0652925),114.2367239,-8.0652925,17.781878480523943,18.2347094290812
4133,4329367296.0,cafe,,,,,,,,,,,,dita rohana,POINT (112.0763431 -8.0609874),112.0763431,-8.0609874,0.5987673606066326,0.4613026844342246
4152,4338192779.0,restaurant,,,Mo-Su 10:00-22:00,,2,,,,Telaga Utama Road,,,Le galleria,POINT (112.6495469 -7.2939213),112.6495469,-7.2939213,0.5639265417636994,0.24352608979248458
4156,4340621355.0,restaurant,,,Mo-Su 11:00-22:00,,,,,,,,,Dream of kahyangan,POINT (112.6546029 -7.2925862),112.6546029,-7.2925862,0.10684420119715121,0.12554435021522534
4161,4341299405.0,restaurant,,,,,,,,,,,,Warung Gaul,POINT (114.3206596 -8.2039491),114.3206596,-8.2039491,0.23817100414906436,0.33045918995471096
4167,4341328381.0,cafe,,,,,,,,,,,,Pesantogan Kemangi,POINT (114.3195459 -8.2049674),114.3195459,-8.2049674,0.1156996597122162,0.36549772830398036
4175,4341330489.0,restaurant,,,,,,,,,,,,Warung Bu Dawisah,POINT (114.3194066 -8.2049142),114.3194066,-8.2049142,0.09928139613327212,0.38193283994459387
4176,4341330490.0,restaurant,,,,,,,,,,,,Warung Modang Olooong,POINT (114.3196493 -8.2048182),114.3196493,-8.2048182,0.12114789695801036,0.36168206838889105
4179,4342496192.0,cafe,,,,,,,,,Wonorejo,,,Warkop Damai,POINT (112.7973987 -7.3122818),112.7973987,-7.3122818,1.7080994659419144,0.9376534994496123
4184,4348283191.0,cafe,,,,,,,,,,,,Fresh fruit juice,POINT (111.1037049 -8.1977853),111.1037049,-8.1977853,0.16013257517974985,0.9108577715811388
4185,4348283192.0,restaurant,,,,,,,,,,,,Warung Khase restaurant,POINT (111.0931363 -8.2017439),111.0931363,-8.2017439,0.5385154376321724,0.6793756267630593
4200,4353734393.0,cafe,,,Mo-Su 11:00-23:55,,,,,,,,,After you,POINT (112.6478516 -7.2914818),112.6478516,-7.2914818,0.7666360170161806,0.09872921816325993
4228,4357842979.0,restaurant,,,,,,,,,,,,Warung makan Sapuani,POINT (114.3252369 -8.2054525),114.3252369,-8.2054525,0.739892154012363,0.1644237674790649
4258,4359019723.0,restaurant,,,,,,,,,,,,Warung Bakso Pak Sutiali,POINT (114.3214615 -8.2054782),114.3214615,-8.2054782,0.3333517837156426,0.15112864187231406
4261,4359019726.0,restaurant,,,,,,,,,,,,Warung Ibu Hariyati,POINT (114.3214904 -8.205485),114.3214904,-8.205485,0.33661303594843195,0.14804152232448128
4265,4359019730.0,restaurant,,,,,,,,,,,,Warung Lesehan Kemiren,POINT (114.3216541 -8.2054476),114.3216541,-8.2054476,0.35263147078405793,0.13578093096693894
4266,4359019731.0,restaurant,,,,,,,,,,,,Warung Rujak Bu Mistiyah,POINT (114.3214889 -8.2051221),114.3214889,-8.2051221,0.32634659297130864,0.1732467780085635
4267,4359019732.0,restaurant,,,,,,,,,,,,Warung Using Mak Onah,POINT (114.3204556 -8.204207),114.3204556,-8.204207,0.2097066040527012,0.3255112237095711
4292,4359076994.0,restaurant,,,,,,,,,,,,Warung Makan Mina,POINT (114.3225344 -8.2055652),114.3225344,-8.2055652,0.44960793188916354,0.07204162298071273
4296,4359084079.0,restaurant,,,,,,,,,,,,Warung Tahu Kecap Bu Misti,POINT (114.323105 -8.205303),114.323105,-8.205303,0.5051363526482677,0.11381269286611995
4297,4359775856.0,cafe,,Jombang,08:00 - 16:00,,228,,,,Jalan Sepanyul,,,Griya Dewi Kumbi,POINT (112.1999849 -7.6149987),112.1999849,-7.6149987,1.8457652972239322,5.8985155286828554
4306,4361191851.0,restaurant,,,Mo-Su 11:30-22:30,,,,,,,,,Tune,POINT (112.6862294 -7.2832518),112.6862294,-7.2832518,0.23540983305697527,0.29509678927783667
4307,4361191857.0,cafe,,,Mo-Su 10:00-22:00,,,,,,,,,Excelso,POINT (112.6541706 -7.2931421),112.6541706,-7.2931421,0.16660537520449395,0.19880777550323667
4323,4372135227.0,restaurant,,,Mo-Su 10:00-23:00,,,,,,,,,DS Bistro,POINT (112.6562872 -7.2862215),112.6562872,-7.2862215,0.19799000875337996,0.6025942034512899
4325,4372135229.0,restaurant,,,,,,,,,,,,What's cook n',POINT (112.654897 -7.2916719),112.654897,-7.2916719,0.012116661445966296,0.021837298446636653
4326,4372135231.0,restaurant,,,Tu-Su 11:00-22:00,,16,,,,,,,Corea,POINT (112.6541793 -7.2938572),112.6541793,-7.2938572,0.09334314402767564,0.13012136062126153
4328,4372135233.0,restaurant,,,Mo-Su 10:00-02:00,,,,,,,,,Capital,POINT (112.6804299 -7.2862083),112.6804299,-7.2862083,0.038113852060834744,0.8542691954965298
4339,4379101344.0,fast_food,,,,,,,,,,,,Nasi Pecel Bu Tami,POINT (113.6022444 -8.3373446),113.6022444,-8.3373446,0.8441931368123402,4.6230528120705
4340,4379249259.0,restaurant,,,,,,,,,Jalan Jaksa Agung Suprapto,,,Mie Djoedes,POINT (112.2337631 -7.5541641),112.2337631,-7.5541641,0.041050814982981874,0.1483742806320534
4341,4379249260.0,cafe,,,,,,,,,Jalan Haji Adam Malik,,,Semerbak,POINT (112.234144 -7.5540924),112.234144,-7.5540924,0.08296795043021844,0.15807384086541462
4350,4384067060.0,cafe,,,Mo-Su 11:00-21:00,,,,,,,,,Pisa,POINT (112.6838289 -7.2816688),112.6838289,-7.2816688,0.12439656473082536,0.24391479681962697
4351,4384067911.0,restaurant,,,Mo-Su 11:00-23:00,,,,,,,,,Tutto Bono,POINT (112.6815365 -7.2850685),112.6815365,-7.2850685,0.13986871560728037,0.6787140236769849
4375,4405219506.0,cafe,,,Mo-Su 07:30-23:00,,,,,,,,,Starbucks,POINT (112.6760103 -7.2990766),112.6760103,-7.2990766,0.030586410661438475,0.687366238695703
